round_epochs,val_loss,val_acc,loss,acc,activation,first_neuron,optimizer,losses,hidden_layers,batch_size,epochs
100,0.467561525957925,0.8571428486279079,0.14440027781222997,0.989473675426684,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,2,30,100
100,0.4737145219530378,0.8095238208770752,0.1346491481128492,0.9789473696758872,<function tanh at 0x7fedd61ae1e0>,24,Adam,binary_crossentropy,2,30,100
100,0.5015945037206014,0.7857142970675514,0.22297695200694234,0.9894736942492033,<function relu at 0x7fedd61ae158>,12,Adam,binary_crossentropy,1,40,100
10,0.5429293967428661,0.8333333276567005,0.5265459935916098,0.7473684172881278,<function tanh at 0x7fedd61ae1e0>,24,Adam,binary_crossentropy,2,20,10
100,0.488052031823567,0.7857142771993365,0.1309045506151099,0.9789473696758872,<function linear at 0x7fedd61ae400>,24,Adam,binary_crossentropy,2,30,100
10,0.6047925381433397,0.6666666496367681,0.5835360821924711,0.7368421052631579,<function linear at 0x7fedd61ae400>,12,Adam,binary_crossentropy,1,20,10
10,0.5675356984138489,0.7142857086090815,0.5419295618408605,0.7789473659113834,<function linear at 0x7fedd61ae400>,12,Adam,binary_crossentropy,0,20,10
100,0.4617816096260434,0.8571428571428571,0.22165248974373467,0.9578947519001207,<function tanh at 0x7fedd61ae1e0>,12,Adam,binary_crossentropy,1,40,100
100,0.47750107447306317,0.8095237981705439,0.14499870256373756,0.9789473884984067,<function tanh at 0x7fedd61ae1e0>,24,Adam,binary_crossentropy,2,40,100
10,0.5951658345404125,0.6904761791229248,0.599872959287543,0.6631579179512826,<function linear at 0x7fedd61ae400>,24,Adam,binary_crossentropy,0,40,10
100,0.4509724520501636,0.8809523809523809,0.1331169660154142,0.9894736942492033,<function linear at 0x7fedd61ae400>,24,Adam,binary_crossentropy,0,40,100
100,0.4365744959740412,0.8571428571428571,0.1348428894814692,0.9894736848379436,<function tanh at 0x7fedd61ae1e0>,12,Adam,binary_crossentropy,0,20,100
10,0.5973273856299264,0.7619047391982305,0.5754721572524623,0.7263158057865343,<function linear at 0x7fedd61ae400>,24,Adam,binary_crossentropy,2,40,10
100,0.47910215741112117,0.8333333560398647,0.13241277478243174,0.989473681700857,<function tanh at 0x7fedd61ae1e0>,12,Adam,binary_crossentropy,2,20,100
100,0.5238647290638515,0.761904776096344,0.1426076798846847,0.989473675426684,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,0,30,100
10,0.6293607865061078,0.6904761876378741,0.640069914491553,0.631578969328027,<function tanh at 0x7fedd61ae1e0>,12,Adam,binary_crossentropy,1,30,10
10,0.554213075410752,0.7142857142857143,0.5490861880151849,0.7473684204252142,<function tanh at 0x7fedd61ae1e0>,12,Adam,binary_crossentropy,2,20,10
100,0.4923609296480815,0.7380952380952381,0.2409459838741704,0.9473684273268047,<function relu at 0x7fedd61ae158>,12,Adam,binary_crossentropy,0,40,100
100,0.487046480178833,0.8333333475249154,0.14193769622790187,0.9789473696758872,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,1,30,100
100,0.4787813907577878,0.8333333560398647,0.2511319808269802,0.9684210733363503,<function relu at 0x7fedd61ae158>,12,Adam,binary_crossentropy,2,40,100
100,0.47416577736536664,0.8095238208770752,0.15508810705260226,0.9684210733363503,<function linear at 0x7fedd61ae400>,24,Adam,binary_crossentropy,2,40,100
10,0.6224972634088426,0.690476207506089,0.5672904817681563,0.768421050749327,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,1,20,10
100,0.4415560577596937,0.8809523923056466,0.1389710346334859,0.9684210545138309,<function tanh at 0x7fedd61ae1e0>,24,Adam,binary_crossentropy,0,30,100
10,0.5947339364460537,0.7380952380952381,0.6081205982910959,0.6842105294528761,<function relu at 0x7fedd61ae158>,12,Adam,binary_crossentropy,2,40,10
100,0.46914766799835933,0.809523826553708,0.07178496412540737,0.9894736848379436,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,0,20,100
10,0.6983931064605713,0.5238095309053149,0.6583794292650724,0.6631578959916767,<function relu at 0x7fedd61ae158>,12,Adam,binary_crossentropy,2,30,10
10,0.6730467932564872,0.6190476417541504,0.6535859954984564,0.6947368414778459,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,0,40,10
100,0.47760546633175444,0.8571428401129586,0.21289612901838204,0.9789473696758872,<function relu at 0x7fedd61ae158>,12,Adam,binary_crossentropy,2,30,100
10,0.5290211098534721,0.8333333560398647,0.5193233866440622,0.768421050749327,<function linear at 0x7fedd61ae400>,24,Adam,binary_crossentropy,0,20,10
10,0.608067410332816,0.7380952494485038,0.5656195282936096,0.7263157963752747,<function linear at 0x7fedd61ae400>,12,Adam,binary_crossentropy,0,30,10
10,0.5243098338445028,0.8571428571428571,0.5563043795133892,0.7263158026494478,<function tanh at 0x7fedd61ae1e0>,24,Adam,binary_crossentropy,0,40,10
10,0.6545712947845459,0.6666666865348816,0.6224407145851537,0.6631579148141962,<function relu at 0x7fedd61ae158>,12,Adam,binary_crossentropy,0,30,10
100,0.45568367413112093,0.8333333560398647,0.23897920627343028,0.9578947519001207,<function linear at 0x7fedd61ae400>,12,Adam,binary_crossentropy,2,40,100
100,0.4931193079267229,0.8571428571428571,0.11970820787705873,0.9894736848379436,<function linear at 0x7fedd61ae400>,24,Adam,binary_crossentropy,1,30,100
100,0.5118504280135745,0.7619047675813947,0.12186380750254582,0.9894736848379436,<function relu at 0x7fedd61ae158>,12,Adam,binary_crossentropy,1,20,100
100,0.47790007080350605,0.8095237953322274,0.2173578182333394,0.9684210451025712,<function tanh at 0x7fedd61ae1e0>,12,Adam,binary_crossentropy,0,30,100
10,0.6067234533173698,0.7619047675813947,0.573196291923523,0.7473684266993874,<function linear at 0x7fedd61ae400>,24,Adam,binary_crossentropy,1,30,10
100,0.47876223779859994,0.8095237981705439,0.2449433944727245,0.9157894849777222,<function tanh at 0x7fedd61ae1e0>,12,Adam,binary_crossentropy,0,40,100
10,0.6813217571803502,0.6190476076943534,0.6220074484222814,0.7684210570235002,<function relu at 0x7fedd61ae158>,12,Adam,binary_crossentropy,1,30,10
10,0.589179013456617,0.7142856972558158,0.6285327798441837,0.6315789505055076,<function tanh at 0x7fedd61ae1e0>,12,Adam,binary_crossentropy,2,30,10
100,0.4739091878845578,0.8095238208770752,0.0751481715001558,0.9894736848379436,<function linear at 0x7fedd61ae400>,24,Adam,binary_crossentropy,2,20,100
10,0.5991598963737488,0.761904776096344,0.5847448110580444,0.7157894718019586,<function tanh at 0x7fedd61ae1e0>,24,Adam,binary_crossentropy,0,30,10
100,0.4774707981518337,0.8809523809523809,0.15211344078967445,0.9894736942492033,<function tanh at 0x7fedd61ae1e0>,24,Adam,binary_crossentropy,0,40,100
100,0.46030611225536894,0.8333333134651184,0.19898367084954915,0.9684210451025712,<function linear at 0x7fedd61ae400>,12,Adam,binary_crossentropy,0,30,100
10,0.6292895447640192,0.6904762131827218,0.6114758660918788,0.7157894812132183,<function relu at 0x7fedd61ae158>,12,Adam,binary_crossentropy,0,40,10
100,0.42236898626599995,0.8333333560398647,0.15272308493915357,0.9789473884984067,<function linear at 0x7fedd61ae400>,24,Adam,binary_crossentropy,1,40,100
10,0.5899644777888343,0.7380952380952381,0.587140280949442,0.747368407876868,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,2,40,10
100,0.46727071489606586,0.8095237981705439,0.24205493456438967,0.9473684210526315,<function linear at 0x7fedd61ae400>,12,Adam,binary_crossentropy,1,40,100
100,0.4961068332195282,0.7857142771993365,0.13114963432675913,0.9894736848379436,<function tanh at 0x7fedd61ae1e0>,24,Adam,binary_crossentropy,1,30,100
100,0.4533212014607021,0.8333333560398647,0.1275434046983719,0.9894736848379436,<function linear at 0x7fedd61ae400>,12,Adam,binary_crossentropy,2,20,100
10,0.652695758002145,0.7380952380952381,0.5938953788656938,0.8315789417216652,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,2,20,10
10,0.5633470756667001,0.8095237981705439,0.5997095986416465,0.7157894843503049,<function linear at 0x7fedd61ae400>,12,Adam,binary_crossentropy,2,40,10
10,0.5755218352590289,0.785714294229235,0.5574370999085275,0.7263158057865343,<function linear at 0x7fedd61ae400>,12,Adam,binary_crossentropy,2,30,10
100,0.48002096868696664,0.8095238208770752,0.1229479305054012,0.9894736848379436,<function relu at 0x7fedd61ae158>,12,Adam,binary_crossentropy,0,20,100
100,0.5375352246420724,0.761904776096344,0.13813941690482592,0.9789473696758872,<function linear at 0x7fedd61ae400>,24,Adam,binary_crossentropy,0,30,100
10,0.60202028354009,0.7380952380952381,0.592326073270095,0.7052631817365947,<function tanh at 0x7fedd61ae1e0>,24,Adam,binary_crossentropy,1,40,10
100,0.4642920039948963,0.8095238208770752,0.14467535599281914,0.9894736942492033,<function tanh at 0x7fedd61ae1e0>,24,Adam,binary_crossentropy,1,40,100
10,0.6572997399738857,0.6190476332392011,0.6235949930391813,0.6947368508891055,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,1,30,10
100,0.47294571144240244,0.8809523923056466,0.19529270341521815,0.9789473602646276,<function linear at 0x7fedd61ae400>,12,Adam,binary_crossentropy,1,30,100
100,0.46911726395289105,0.8333333560398647,0.14337046052280225,0.9894736942492033,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,0,40,100
100,0.4767190090247563,0.8095238208770752,0.21069455264430298,0.9789473696758872,<function relu at 0x7fedd61ae158>,12,Adam,binary_crossentropy,0,30,100
100,0.49859890199842904,0.7619047732580275,0.13565271896751305,0.9894736848379436,<function linear at 0x7fedd61ae400>,12,Adam,binary_crossentropy,0,20,100
100,0.4842043008123125,0.8095237953322274,0.20511968277002635,0.9684210451025712,<function linear at 0x7fedd61ae400>,12,Adam,binary_crossentropy,2,30,100
10,0.6056118749436878,0.7142857369922456,0.5977392604476527,0.6736842142908197,<function tanh at 0x7fedd61ae1e0>,12,Adam,binary_crossentropy,0,40,10
10,0.6067914906002226,0.7380952380952381,0.6194904383860136,0.6947368477520189,<function tanh at 0x7fedd61ae1e0>,12,Adam,binary_crossentropy,1,20,10
10,0.6184212991169521,0.6666666780199323,0.5601884503113596,0.7157894780761317,<function tanh at 0x7fedd61ae1e0>,24,Adam,binary_crossentropy,0,20,10
100,0.46008590289524626,0.8333333560398647,0.08451043735993535,0.9894736848379436,<function tanh at 0x7fedd61ae1e0>,24,Adam,binary_crossentropy,2,20,100
100,0.5103572663806734,0.7619047732580275,0.0780054617084955,0.9894736848379436,<function linear at 0x7fedd61ae400>,24,Adam,binary_crossentropy,1,20,100
10,0.6001913547515869,0.738095223903656,0.607362615434747,0.6631578865804171,<function tanh at 0x7fedd61ae1e0>,12,Adam,binary_crossentropy,0,30,10
100,0.5279801686604818,0.8095237981705439,0.14271116452781776,0.9894736942492033,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,2,40,100
10,0.6031707951000759,0.7142856972558158,0.5609431988314578,0.6947368508891055,<function linear at 0x7fedd61ae400>,24,Adam,binary_crossentropy,2,30,10
100,0.47758062680562335,0.8333333560398647,0.12397886459764682,0.9894736848379436,<function relu at 0x7fedd61ae158>,12,Adam,binary_crossentropy,2,20,100
10,0.5672354754947481,0.7619047675813947,0.551137847335715,0.736842111537331,<function tanh at 0x7fedd61ae1e0>,24,Adam,binary_crossentropy,1,20,10
10,0.5729489837374006,0.7619047391982305,0.599975237720891,0.6842105357270492,<function linear at 0x7fedd61ae400>,24,Adam,binary_crossentropy,1,40,10
100,0.5003571510314941,0.761904776096344,0.20690119893927322,0.9473684147784585,<function tanh at 0x7fedd61ae1e0>,12,Adam,binary_crossentropy,2,30,100
10,0.6063543558120728,0.7142856972558158,0.6191989371651098,0.7052631754624216,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,0,30,10
100,0.4641792405219305,0.809523826553708,0.12201687223032902,0.9894736848379436,<function tanh at 0x7fedd61ae1e0>,12,Adam,binary_crossentropy,1,20,100
10,0.681044754527864,0.5952380952380952,0.6284392287856654,0.6842105231787029,<function linear at 0x7fedd61ae400>,12,Adam,binary_crossentropy,0,40,10
100,0.47591097298122587,0.8571428571428571,0.07053779575385545,0.9894736848379436,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,1,20,100
100,0.5047126128560021,0.8333333503632319,0.0797931748001199,0.9894736848379436,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,2,20,100
