round_epochs,val_loss,val_acc,loss,acc,activation,first_neuron,optimizer,losses,hidden_layers,batch_size,epochs
100,0.6055169020380292,0.6904761791229248,0.06653732884871333,1.0,<function tanh at 0x7fedd61ae1e0>,24,Adam,binary_crossentropy,2,20,100
100,0.6008044140679496,0.7857142970675514,0.13057088812715129,1.0,<function tanh at 0x7fedd61ae1e0>,12,Adam,binary_crossentropy,0,20,100
10,0.6419281789234706,0.6666666524750846,0.572641488752867,0.7473684361106471,<function linear at 0x7fedd61ae400>,12,Adam,binary_crossentropy,1,30,10
10,0.6286469584419614,0.7380952380952381,0.6031923231325651,0.6947368477520189,<function relu at 0x7fedd61ae158>,12,Adam,binary_crossentropy,1,20,10
100,0.5950262291090829,0.761904776096344,0.12536403497582987,1.0,<function tanh at 0x7fedd61ae1e0>,24,Adam,binary_crossentropy,1,30,100
100,0.6001389367239816,0.6904761961528233,0.1150278868643861,1.0,<function linear at 0x7fedd61ae400>,24,Adam,binary_crossentropy,1,30,100
10,0.6425978796822684,0.6904761961528233,0.6616613551190025,0.6000000050193385,<function relu at 0x7fedd61ae158>,12,Adam,binary_crossentropy,2,30,10
10,0.6951689890452794,0.6190476190476191,0.6554205982308638,0.621052622795105,<function linear at 0x7fedd61ae400>,12,Adam,binary_crossentropy,2,40,10
100,0.6299052919660296,0.7857142686843872,0.22632025417528653,0.9684210545138309,<function relu at 0x7fedd61ae158>,12,Adam,binary_crossentropy,2,30,100
100,0.5478012164433798,0.7619047619047619,0.15143616144594393,0.989473681700857,<function relu at 0x7fedd61ae158>,12,Adam,binary_crossentropy,2,20,100
10,0.6206411776088533,0.7380952608017695,0.6137387187857377,0.6842105200416163,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,1,40,10
10,0.6919414032073248,0.6666666496367681,0.5309678786679318,0.7052631691882485,<function tanh at 0x7fedd61ae1e0>,24,Adam,binary_crossentropy,1,20,10
100,0.675081023148128,0.6428571513720921,0.13011805870031057,1.0,<function tanh at 0x7fedd61ae1e0>,24,Adam,binary_crossentropy,2,30,100
100,0.5949843469120207,0.7142857369922456,0.20410247186296865,0.9578947581742939,<function linear at 0x7fedd61ae400>,12,Adam,binary_crossentropy,0,40,100
10,0.6311054910932269,0.6904761961528233,0.5585846649973016,0.736842111537331,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,2,30,10
10,0.6582929037866139,0.6666666780199323,0.5886117188554061,0.7473684172881278,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,1,20,10
100,0.575894798551287,0.7380952494485038,0.1264396098099257,1.0,<function linear at 0x7fedd61ae400>,24,Adam,binary_crossentropy,0,30,100
10,0.6123261763935998,0.7142857369922456,0.5763287481508756,0.7157894812132183,<function tanh at 0x7fedd61ae1e0>,12,Adam,binary_crossentropy,2,40,10
100,0.6105055979319981,0.7380952380952381,0.07068547567254618,1.0,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,2,20,100
100,0.6622623829614549,0.6666666496367681,0.11669572089847766,1.0,<function linear at 0x7fedd61ae400>,12,Adam,binary_crossentropy,1,20,100
100,0.5946946910449437,0.7380952380952381,0.13377811249933744,1.0,<function relu at 0x7fedd61ae158>,12,Adam,binary_crossentropy,1,20,100
10,0.6742839586167109,0.6666666780199323,0.6351247461218583,0.6736841923312137,<function relu at 0x7fedd61ae158>,12,Adam,binary_crossentropy,0,40,10
10,0.6115486962454659,0.7142857369922456,0.566439804277922,0.7578947387243572,<function linear at 0x7fedd61ae400>,12,Adam,binary_crossentropy,1,40,10
100,0.6077912733668372,0.7380952380952381,0.18588976954158984,1.0,<function relu at 0x7fedd61ae158>,12,Adam,binary_crossentropy,1,40,100
100,0.6239730602218991,0.7380952380952381,0.16502872266267476,1.0,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,2,40,100
10,0.63591411284038,0.6428571513720921,0.5967060578496832,0.6842105357270492,<function tanh at 0x7fedd61ae1e0>,12,Adam,binary_crossentropy,0,30,10
10,0.6558860398474193,0.6666666780199323,0.6104927596292997,0.6842105294528761,<function relu at 0x7fedd61ae158>,12,Adam,binary_crossentropy,1,40,10
10,0.6282936731974283,0.6428571542104086,0.5697969010001734,0.75789475440979,<function tanh at 0x7fedd61ae1e0>,12,Adam,binary_crossentropy,1,20,10
100,0.5736469115529742,0.761904776096344,0.20574271718138143,0.9473684147784585,<function linear at 0x7fedd61ae400>,12,Adam,binary_crossentropy,1,30,100
100,0.6124763829367501,0.6904761876378741,0.19419172641478086,0.9789473696758872,<function linear at 0x7fedd61ae400>,12,Adam,binary_crossentropy,0,30,100
100,0.6107596726644606,0.690476207506089,0.06545582452886983,1.0,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,1,20,100
10,0.6385102442332676,0.6428571428571429,0.5437562089217337,0.7368421209485907,<function linear at 0x7fedd61ae400>,24,Adam,binary_crossentropy,2,30,10
10,0.6074518135615757,0.7142857086090815,0.5898692701992235,0.7052631754624216,<function linear at 0x7fedd61ae400>,12,Adam,binary_crossentropy,0,20,10
100,0.5694469809532166,0.7857142771993365,0.1770680601659574,0.989473675426684,<function tanh at 0x7fedd61ae1e0>,12,Adam,binary_crossentropy,0,30,100
100,0.5872251533326649,0.7142857086090815,0.1196905498049761,1.0,<function tanh at 0x7fedd61ae1e0>,12,Adam,binary_crossentropy,1,20,100
100,0.5840460260709127,0.7380952608017695,0.1412462254888133,1.0,<function tanh at 0x7fedd61ae1e0>,24,Adam,binary_crossentropy,1,40,100
10,0.6561329989206224,0.6666666780199323,0.6086309081629703,0.6736842142908197,<function tanh at 0x7fedd61ae1e0>,12,Adam,binary_crossentropy,0,20,10
100,0.5737973423231215,0.7380952380952381,0.1133919883715479,1.0,<function tanh at 0x7fedd61ae1e0>,12,Adam,binary_crossentropy,2,20,100
10,0.6242511016981942,0.6666666524750846,0.6144364225236993,0.6842105263157895,<function tanh at 0x7fedd61ae1e0>,12,Adam,binary_crossentropy,1,30,10
10,0.6335040841783796,0.6666666780199323,0.5963659161015561,0.7473684361106471,<function relu at 0x7fedd61ae158>,12,Adam,binary_crossentropy,0,30,10
10,0.585598715714046,0.7619047505514962,0.5820049863112601,0.726315786964015,<function tanh at 0x7fedd61ae1e0>,24,Adam,binary_crossentropy,1,30,10
100,0.6106011555308387,0.6904761791229248,0.2532648122624347,0.9578947424888611,<function relu at 0x7fedd61ae158>,12,Adam,binary_crossentropy,2,40,100
100,0.6176731813521612,0.6666666780199323,0.1396408049683822,1.0,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,0,40,100
100,0.6485622269766671,0.6666666780199323,0.19327479836187864,0.9789473884984067,<function linear at 0x7fedd61ae400>,12,Adam,binary_crossentropy,2,40,100
100,0.6905193414006915,0.6428571201506115,0.1376589085710676,0.9894736942492033,<function tanh at 0x7fedd61ae1e0>,24,Adam,binary_crossentropy,0,40,100
100,0.6238665183385214,0.6666666780199323,0.12873227423743197,1.0,<function tanh at 0x7fedd61ae1e0>,24,Adam,binary_crossentropy,2,40,100
100,0.5904683527492341,0.7142857086090815,0.11491533015903674,1.0,<function linear at 0x7fedd61ae400>,12,Adam,binary_crossentropy,0,20,100
10,0.6548521234875634,0.6190476190476191,0.5897274142817447,0.6842105169045297,<function relu at 0x7fedd61ae158>,12,Adam,binary_crossentropy,0,20,10
100,0.6030464768409729,0.6904761791229248,0.22748176518239474,0.9684210733363503,<function tanh at 0x7fedd61ae1e0>,12,Adam,binary_crossentropy,0,40,100
10,0.6125402847925822,0.6904761791229248,0.5730040732182955,0.747368429836474,<function tanh at 0x7fedd61ae1e0>,24,Adam,binary_crossentropy,1,40,10
10,0.6183788010052272,0.714285705770765,0.611283048203117,0.7052631754624216,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,1,30,10
10,0.620836649622236,0.7380952380952381,0.5639117360115051,0.7473684204252142,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,0,20,10
100,0.6105767573629107,0.6904761961528233,0.13490218669176102,1.0,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,0,30,100
100,0.5477735258284069,0.8095238208770752,0.07501627544039174,1.0,<function tanh at 0x7fedd61ae1e0>,24,Adam,binary_crossentropy,0,20,100
10,0.643966121332986,0.6428571542104086,0.5865316736070734,0.7368421021260714,<function linear at 0x7fedd61ae400>,24,Adam,binary_crossentropy,0,40,10
100,0.633467557884398,0.6666666780199323,0.10401327202194616,1.0,<function linear at 0x7fedd61ae400>,12,Adam,binary_crossentropy,2,20,100
10,0.6680368270192828,0.6666666780199323,0.6259482126486929,0.7368421021260714,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,2,40,10
10,0.6245072540782747,0.7142857086090815,0.5008309263932077,0.747368429836474,<function linear at 0x7fedd61ae400>,24,Adam,binary_crossentropy,0,20,10
10,0.6091374357541403,0.7142857086090815,0.5590802007599881,0.736842111537331,<function linear at 0x7fedd61ae400>,12,Adam,binary_crossentropy,2,20,10
100,0.6137987063044593,0.7142857369922456,0.14369012729117744,0.9894736942492033,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,1,40,100
100,0.6067217560041518,0.7142857086090815,0.07211219695837874,1.0,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,0,20,100
10,0.6341256499290466,0.6904761791229248,0.5821849892013952,0.7578947387243572,<function tanh at 0x7fedd61ae1e0>,12,Adam,binary_crossentropy,2,20,10
10,0.6488854743185497,0.5952380952380952,0.6221193796709964,0.6526315792610771,<function tanh at 0x7fedd61ae1e0>,12,Adam,binary_crossentropy,0,40,10
100,0.6926146830831256,0.6666666780199323,0.17383698177965065,0.9789473884984067,<function linear at 0x7fedd61ae400>,12,Adam,binary_crossentropy,1,40,100
100,0.5766444404919943,0.7380952380952381,0.14302996193107806,1.0,<function linear at 0x7fedd61ae400>,24,Adam,binary_crossentropy,2,40,100
10,0.6706034342447916,0.6190476133709862,0.5996819860056827,0.7789473753226431,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,2,20,10
100,0.5955606273242405,0.761904776096344,0.11868371108644887,1.0,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,2,30,100
100,0.6496918740726653,0.7142857369922456,0.1375936332501863,0.9894736942492033,<function linear at 0x7fedd61ae400>,24,Adam,binary_crossentropy,1,40,100
10,0.6227568728583199,0.7142857086090815,0.5450618141575864,0.736842111537331,<function tanh at 0x7fedd61ae1e0>,24,Adam,binary_crossentropy,2,20,10
100,0.6487830707005092,0.7142857313156128,0.14012768943058818,1.0,<function tanh at 0x7fedd61ae1e0>,24,Adam,binary_crossentropy,0,30,100
10,0.6526118431772504,0.6904761961528233,0.5458354353904724,0.7578947512727034,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,0,30,10
100,0.6076636144093105,0.7380952409335545,0.23252801518691213,0.9473684241897181,<function relu at 0x7fedd61ae158>,12,Adam,binary_crossentropy,1,30,100
10,0.589083248660678,0.7380952380952381,0.5210784908972288,0.789473693621786,<function linear at 0x7fedd61ae400>,24,Adam,binary_crossentropy,2,20,10
100,0.5737761741592771,0.7380952380952381,0.0701727389701103,1.0,<function tanh at 0x7fedd61ae1e0>,24,Adam,binary_crossentropy,1,20,100
10,0.6609020744051252,0.6666666780199323,0.5432812038220858,0.7684210570235002,<function tanh at 0x7fedd61ae1e0>,24,Adam,binary_crossentropy,0,30,10
100,0.6200445691744486,0.7380952380952381,0.06292905187920521,1.0,<function linear at 0x7fedd61ae400>,24,Adam,binary_crossentropy,1,20,100
100,0.5879980779829479,0.7380952380952381,0.21921503465426595,0.9684210733363503,<function relu at 0x7fedd61ae158>,12,Adam,binary_crossentropy,0,40,100
10,0.6160654425621033,0.7142857369922456,0.5857372566273338,0.6947368571632787,<function tanh at 0x7fedd61ae1e0>,24,Adam,binary_crossentropy,2,40,10
100,0.6161645991461617,0.7142857369922456,0.21610395139769503,0.9894736942492033,<function tanh at 0x7fedd61ae1e0>,12,Adam,binary_crossentropy,1,40,100
100,0.6122577701296125,0.714285705770765,0.1821524257722654,0.989473675426684,<function tanh at 0x7fedd61ae1e0>,12,Adam,binary_crossentropy,2,30,100
100,0.5968316537993295,0.7142857313156128,0.1220678459656866,1.0,<function relu at 0x7fedd61ae158>,24,Adam,binary_crossentropy,1,30,100
10,0.6304159334727696,0.6666666780199323,0.5718953734950015,0.7578947418614438,<function linear at 0x7fedd61ae400>,24,Adam,binary_crossentropy,0,30,10
10,0.6523375340870449,0.6666666780199323,0.5488210853777433,0.736842111537331,<function linear at 0x7fedd61ae400>,24,Adam,binary_crossentropy,1,30,10
10,0.5918539592197963,0.6904761876378741,0.5507550270933854,0.8000000025096693,<function tanh at 0x7fedd61ae1e0>,24,Adam,binary_crossentropy,2,30,10
100,0.621751572404589,0.6904761961528233,0.12640775818573802,1.0,<function linear at 0x7fedd61ae400>,24,Adam,binary_crossentropy,2,30,100
10,0.6964448434965951,0.5952380895614624,0.5997943564465171,0.6947368320665861,<function tanh at 0x7fedd61ae1e0>,12,Adam,binary_crossentropy,2,30,10
100,0.5889200624965486,0.7380952324186053,0.13670607146463895,1.0,<function relu at 0x7fedd61ae158>,12,Adam,binary_crossentropy,0,20,100
10,0.6509722471237183,0.5952381179446266,0.6099490491967452,0.7157894874873915,<function linear at 0x7fedd61ae400>,12,Adam,binary_crossentropy,0,40,10
100,0.6698066677365985,0.6666666524750846,0.19088079662699448,1.0,<function tanh at 0x7fedd61ae1e0>,12,Adam,binary_crossentropy,1,30,100
